"MOVIEID","IMDBID","TITLE","GENRES","TITLETYPE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","ORIGINAL_LANGUAGE","RUNTIMEMINUTES","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING"
2530,"0065462","Beneath the Planet of the Apes","Action|Sci-Fi","movie",1970,"01/05/1970",95,"Twentieth Century Fox Film Corporation",4.306896,"en","95","Ted Post",2,"James Franciscus",2,"Kim Hunter",1,6.1,40396,3000000,18999718,322,6.2,2396,2.89899833055091819699499165275459098497
2178,"0068611","Frenzy","Thriller","movie",1972,"25/05/1972",116,"Universal Pictures",1.115755,"en","116","Alfred Hitchcock",2,"Jon Finch",2,"Alec McCowen",2,7.4,39138,3500000,12600000,149,7.1,1143,3.60192475940507436570428696412948381452
4669,"0098385","Stepfather II: Make Room For Daddy","Horror|Thriller","movie",1989,"03/11/1989",93,"Incorporated Television Company (ITC)",0.365894,"en","93","Jeff Burr",2,"Terry O'Quinn",2,"Meg Foster",1,5.7,3244,0,1519796,22,5.8,142,2.17253521126760563380281690140845070423
1986,"0097474","Halloween 5: The Revenge of Michael Myers","Horror","movie",1989,"12/10/1989",96,"Trans Pacific Films",0.651703,"en","96","Dominique Othenin-Girard",2,"Donald Pleasence",2,"Danielle Harris",1,5.2,32818,5000000,11642254,168,5.2,958,2.18423799582463465553235908141962421712
210,"0114938","Wild Bill","Western","movie",1995,"01/12/1995",98,"United Artists",0.525496,"en","98","Walter Hill",0,"Jeff Bridges",2,"Ellen Barkin",1,5.9,6233,30000000,0,24,5.8,447,2.8870246085011185682326621923937360179
498,"0107611","Mr. Jones","Drama|Romance","movie",1993,"08/10/1993",114,"TriStar Pictures",0.477739,"en","114","Mike Figgis",2,"Richard Gere",2,"Lena Olin",1,5.8,6627,0,0,29,5.9,362,2.78314917127071823204419889502762430939
927,"0032143","The Women","Comedy","movie",1939,"01/01/1939",133,"Metro-Goldwyn-Mayer (MGM)",1.013342,"en","133","George Cukor",0,"Norma Shearer",0,"Joan Crawford",1,7.8,11999,1688000,2270000,25,6.4,865,3.91734104046242774566473988439306358382
51660,"0482629","The Ultimate Gift","Drama","movie",2006,"20/10/2006",114,"The Ultimate Gift LLC",0.992403,"en","114","Michael O. Sajbel",2,"James Garner",2,"Drew Fuller",2,7.3,17040,0,0,71,6.7,257,3.64980544747081712062256809338521400778
6014,"0271668","National Security","Action|Comedy","movie",2003,"17/01/2003",88,"Columbia Pictures",1.011892,"en","88","Dennis Dugan",2,"Martin Lawrence",2,"Steve Zahn",2,5.6,46052,0,50097949,224,5.5,776,2.67783505154639175257731958762886597938
94813,"1991245","Chernobyl Diaries","Horror","movie",2012,"24/05/2012",88,"Alcon Entertainment",1.285725,"en","86","Bradley Parker",0,"Jesse McCartney",2,"Jonathan Sadowski",2,5,62427,0,18112929,432,4.9,221,2.61990950226244343891402714932126696833
7394,"0059797","Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes","Action|Adventure|Comedy","movie",1965,"03/06/1965",138,"Twentieth Century-Fox Productions",1.066179,"en","138","Ken Annakin",2,"Stuart Whitman",2,"Sarah Miles",1,7,7238,5600000,29950000,37,6.5,232,3.4008620689655172413793103448275862069
3133,"0015863","Go West","Comedy|Western","movie",1925,"01/11/1925",69,"Buster Keaton Productions",0.165167,"en","69","Buster Keaton",2,"Buster Keaton",2,"Howard Truesdale",0,7.2,3598,0,0,15,6.9,232,3.63793103448275862068965517241379310345
6479,"0100670","The Spirit of '76","Comedy|Sci-Fi","movie",1990,"01/01/1990",82,"none",0.000018,"en","82","Lucas Reiner",0,"Mark Mothersbaugh",2,"Gerald V. Casale",0,6,670,0,0,3,3,39,2.93589743589743589743589743589743589744
6190,"0276276","The Lawless Heart","Comedy|Drama","movie",2001,"28/06/2002",100,"none",0.021907,"en","99","Neil Hunter",2,"Bill Nighy",2,"Tom Hollander",2,6.7,1305,0,0,3,4.3,80,3.35
2801,"0119843","Oscar and Lucinda","Drama|Romance","movie",1997,"31/12/1997",132,"Fox Searchlight Pictures",0.266747,"en","132","Gillian Armstrong",1,"Ralph Fiennes",2,"Cate Blanchett",1,6.6,6318,0,0,22,6.1,789,3.3833967046894803548795944233206590621
8955,"0360130","Undertow","Crime|Drama|Thriller","movie",2004,"14/05/2004",108,"none",0.727241,"en","108","David Gordon Green",2,"Jamie Bell",2,"Kristen Stewart",1,6.6,8208,0,143597,30,5.9,209,3.44019138755980861244019138755980861244
60894,"0819714","The Edge of Love","Drama|Romance|War","movie",2008,"15/05/2008",110,"BBC Films",0.374963,"en","110","John Maybury",2,"Keira Knightley",1,"Cillian Murphy",2,6.3,15953,0,0,79,6.1,102,3.19607843137254901960784313725490196078
470,"0110064","House Party 3","Comedy","movie",1994,"01/01/1994",100,"none",0.448431,"en","100","Eric Meza",2,"Bernie Mac",2,"Chris Tucker",2,4.7,4417,0,0,9,4.6,440,2.15227272727272727272727272727272727273
5961,"0099160","Blue Steel","Action|Thriller","movie",1990,"16/03/1990",102,"Lightning Pictures",0.403149,"en","102","Kathryn Bigelow",1,"Jamie Lee Curtis",1,"Ron Silver",2,5.7,11693,0,0,63,5.3,304,2.74342105263157894736842105263157894737
26755,"0102984","Stone Cold","Action|Crime","movie",1991,"17/05/1991",92,"Stone Group Pictures",0.75736,"en","92","Craig R. Baxley",0,"Brian Bosworth",2,"Lance Henriksen",2,6,6642,0,0,32,5.6,43,2.72093023255813953488372093023255813953
8423,"0018051","The Kid Brother","Children|Comedy|Romance","movie",1927,"17/01/1927",82,"none",0.057482,"en","82","Ted Wilde",2,"Harold Lloyd",2,"Jobyna Ralston",1,7.6,3643,0,0,10,7.1,64,3.671875
59865,"0024453","Pilgrimage","Drama","movie",1933,"12/07/1933",96,"Fox Film Corporation",0.071712,"en","96","John Ford",0,"Henrietta Crosman",1,"Heather Angel",0,7.2,516,0,0,1,5,4,2.625
4832,"0080500","Carny","Drama","movie",1980,"23/05/1980",107,"Lorimar Productions",1.023774,"en","107","Robert Kaylor",0,"Gary Busey",2,"Jodie Foster",1,6.4,1796,0,0,8,6.4,59,3.05084745762711864406779661016949152542
1067,"0028757","A Damsel in Distress","Comedy|Musical|Romance","movie",1937,"19/11/1937",101,"RKO Radio Pictures",0.12753,"en","101","George Stevens",2,"Fred Astaire",2,"George Burns",2,6.8,1698,0,0,4,7,132,3.41287878787878787878787878787878787879
6719,"0087384","Hard to Hold","Drama|Romance","movie",1984,"29/06/1984",93,"Universal Pictures",0.00099,"en","93","Larry Peerce",2,"Rick Springfield",2,"Janet Eilber",1,4.9,560,0,0,2,4.8,38,2.34210526315789473684210526315789473684
32627,"0088001","Rhinestone","Comedy","movie",1984,"22/06/1984",111,"Twentieth Century Fox Film Corporation",0.585708,"en","111","Bob Clark",2,"Sylvester Stallone",2,"Dolly Parton",1,3.9,6633,28000000,21435321,33,4.9,110,1.81818181818181818181818181818181818182
7170,"0332712","My Baby's Daddy","Comedy","movie",2004,"09/01/2004",86,"none",0.688727,"en","86","Cheryl Dunye",0,"Eddie Griffin",2,"Anthony Anderson",2,4.6,3437,0,51,14,4.1,46,2.13043478260869565217391304347826086957
62514,"0041257","Come to the Stable","Drama","movie",1949,"01/01/1949",94,"Twentieth Century Fox Film Corporation",0.060323,"en","94","Henry Koster",2,"Loretta Young",1,"Celeste Holm",1,7.2,1021,0,0,1,7,11,3.77272727272727272727272727272727272727
61116,"0069792","Black Caesar","Crime|Drama","movie",1973,"07/02/1973",94,"American International Pictures (AIP)",0.590458,"en","87","Larry Cohen",2,"Fred Williamson",0,"Gloria Hendry",1,6.5,2866,0,0,21,5.7,25,3.2
1901,"0150290","Dear Jesse","Documentary","movie",1997,"10/10/1998",82,"none",0.000145,"en","82","Tim Kirkman",0,"none",0,"none",0,6.7,145,0,0,0,0,63,3.28571428571428571428571428571428571429
77449,"0068264","Ben","Horror|Thriller","movie",1972,"23/06/1972",94,"Bing Crosby Productions",0.253003,"en","94","Phil Karlson",2,"Lee Montgomery",2,"Joseph Campanella",2,5.4,2347,0,0,7,4.4,25,2.32
84639,"0033022","Saps at Sea","Comedy","movie",1940,"03/05/1940",57,"Hal Roach Studios",0.646589,"en","56","Gordon Douglas",2,"Stan Laurel",2,"Oliver Hardy",2,7.2,2379,0,0,15,6.8,12,3.375
131431,"0039306","Dear Murderer","Thriller","movie",1947,"23/06/1947",90,"Eagle-Lion Films",0.190437,"en","90","Arthur Crabtree",0,"Eric Portman",2,"Greta Gynt",1,6.9,636,0,0,6,5.5,3,3
135119,"0076208","Iphigenia","Action|Drama","movie",1977,"10/09/1977",127,"none",0.030155,"en","127","Mihalis Kakogiannis",2,"none",0,"Kostas Kazakos",0,7.7,1458,0,0,7,6.6,7,3
26070,"0055019","The Intruder","Drama","movie",1962,"14/05/1962",84,"Roger Corman Productions",0.062729,"en","84","Roger Corman",2,"William Shatner",2,"Frank Maxwell",2,7.6,2661,0,0,14,6.3,35,3.81428571428571428571428571428571428571
27135,"0165196","Molokai: The Story of Father Damien","Drama","movie",1999,"20/06/2002",0,"none",0.014135,"en","109","Paul Cox",0,"none",0,"David Wenham",2,6.9,1124,0,0,3,3.8,8,3.5
86151,"0076097","Koko: A Talking Gorilla","Documentary","movie",1978,"01/10/1978",85,"Les Films du Losange",0.002973,"en","85","Barbet Schroeder",2,"Penny Patterson",0,"Koko",0,7.4,679,0,0,5,6.2,12,3.70833333333333333333333333333333333333
51857,"0055506","A Taste of Honey","Drama","movie",1961,"01/09/1961",100,"Woodfall Film Productions",0.429827,"en","101","Tony Richardson",2,"Rita Tushingham",1,"Murray Melvin",2,7.5,4519,0,0,21,6.5,51,3.36274509803921568627450980392156862745
67096,"0041178","The Big Steal","Adventure|Drama|Film-Noir|Thriller","movie",1949,"09/07/1949",71,"RKO Radio Pictures",0.18316,"en","71","Don Siegel",2,"Robert Mitchum",2,"Jane Greer",1,7,3964,0,0,20,6.3,25,3.28
66118,"0058481","Point of Order!","Documentary","movie",1964,"14/01/1964",97,"none",0.000211,"en","97","Emile de Antonio",0,"none",0,"none",0,7.8,442,0,0,1,5,21,3.88095238095238095238095238095238095238
79681,"0034902","Invisible Agent","Adventure|Comedy|Sci-Fi|Thriller|War","movie",1942,"31/07/1942",81,"Universal Pictures",0.304806,"en","81","Edwin L. Marin",2,"Ilona Massey",1,"Jon Hall",2,6.1,1585,322000,1040000,6,5.7,13,2.53846153846153846153846153846153846154
985,"0117669","Small Wonders","Documentary","movie",1995,"01/01/1995",77,"none",0.000393,"en","77","Allan Miller",0,"none",0,"none",0,7.4,139,0,0,0,0,53,3.3867924528301886792452830188679245283
120488,"0069197","The Call of the Wild","Adventure|Children","movie",1972,"30/11/1972",100,"CCC Filmkunst GmbH",0.362313,"en","105","Ken Annakin",2,"Charlton Heston",2,"none",0,6,1483,0,0,10,6.8,4,3.25
26996,"0120051","Safe House","Thriller","movie",1998,"01/07/1998",112,"Benjamin Productions",0.728223,"en","112","Eric Steven Stahl",2,"Patrick Stewart",2,"Kimberly Williams-Paisley",1,7,2316,0,0,7,5.9,42,3.14285714285714285714285714285714285714
49464,"0040795","Sitting Pretty","Comedy","movie",1948,"01/01/1948",83,"Twentieth Century Fox Film Corporation",0.165157,"en","83","Walter Lang",2,"Clifton Webb",1,"Robert Young",2,7.6,1965,0,0,12,6.2,16,3.25
137319,"0098165","The Rainbow","Action|Drama|Romance","movie",1989,"05/05/1989",113,"Vestron Pictures",0.260037,"en","113","Ken Russell",2,"Sammi Davis",1,"Paul McGann",2,6.2,1226,0,0,3,6.3,5,3.1
59157,"0027800","The Invisible Ray","Horror|Sci-Fi","movie",1936,"20/01/1936",80,"Universal Pictures",0.100856,"en","80","Lambert Hillyer",0,"Boris Karloff",0,"Bela Lugosi",0,6.6,2119,0,0,10,6.2,16,2.9375
106736,"0058933","Bad Girls Go to Hell","Drama","movie",1965,"24/12/1965",65,"Juri Productions",0.007865,"en","65","Doris Wishman",1,"Gigi Darlene",1,"Charles E. Mazin",0,4.9,597,0,0,6,5.1,7,2.21428571428571428571428571428571428571
178031,"0066812","Basic Training","Documentary","movie",1971,"01/06/1971",89,"none",0.028652,"en","80","Frederick Wiseman",2,"none",0,"none",0,7.4,171,0,0,1,6,4,3.25
35629,"0332381","The Sea","Drama","movie",2002,"13/09/2002",109,"none",0.244382,"en","109","Baltasar Kormákur",2,"Gunnar Eyjólfsson",2,"Hilmir Snær Guðnason",0,6.8,1553,0,0,4,6.5,14,3.5
78465,"0043044","Three Little Words","Comedy|Musical|Romance","movie",1950,"12/07/1950",102,"Metro-Goldwyn-Mayer (MGM)",0.129908,"en","102","Richard Thorpe",2,"Fred Astaire",2,"Red Skelton",2,7,1536,0,0,1,5,8,3.375
190501,"0106913","Fire on the Amazon","Action|Adventure|Drama","movie",1993,"01/10/1993",87,"Concorde-New Horizons",1.041486,"en","87","Luis Llosa",2,"Sandra Bullock",1,"Craig Sheffer",2,3.5,2376,2000000,0,13,3.7,4,1.875
143866,"0985593","Miss Conception","Comedy|Romance","movie",2008,"08/02/2008",104,"Blue Angels Films",0.385565,"en","104","Eric Styles",2,"Heather Graham",1,"Mia Kirshner",1,4.6,2594,6000000,0,17,4.2,9,2.72222222222222222222222222222222222222
138837,"0043973","Roadblock","Crime","movie",1951,"17/09/1951",73,"RKO Radio Pictures",0.668345,"en","73","Harold Daniels",2,"Charles McGraw",2,"Joan Dixon",0,6.7,993,0,0,5,4.9,5,2.4
97526,"0043075","The Sound of Fury","Crime|Drama|Film-Noir","movie",1950,"12/12/1950",85,"Robert Stillman Productions",0.371604,"en","91","Cy Endfield",0,"Frank Lovejoy",2,"Kathleen Ryan",1,7.3,1277,0,0,10,6.5,12,3.04166666666666666666666666666666666667
123561,"0050923","Saddle The Wind","Action","movie",1958,"20/03/1958",84,"Metro-Goldwyn-Mayer (MGM)",0.052092,"en","84","Robert Parrish",2,"Robert Taylor",2,"Julie London",0,6.6,1298,0,0,6,5.7,2,4
112650,"0826756","Watercolors","Drama|Romance","movie",2008,"07/06/2008",114,"SilverLight Entertainment",0.156888,"en","114","David Oliveras",2,"Tye Olson",2,"Kyle Clare",2,6.4,1413,0,0,10,5.9,10,2.6
125485,"0042035","We Were Strangers","Action|Drama|Romance","movie",1949,"27/04/1949",106,"Horizon Pictures",0.041258,"en","106","John Huston",2,"Jennifer Jones",1,"John Garfield",2,6.6,932,0,0,4,5.8,4,2.5
103424,"0004134","Hypocrites","Drama|Fantasy","movie",1915,"20/01/1915",54,"Hobart Bosworth Productions",0.001508,"en","54","Lois Weber",0,"Myrtle Stedman",1,"Courtenay Foote",0,6.6,444,0,0,2,6,5,3.5
25907,"0037096","Mrs. Parkington","Drama|Romance","movie",1944,"12/10/1944",124,"Metro-Goldwyn-Mayer (MGM)",0.092182,"en","124","Tay Garnett",2,"Greer Garson",1,"Walter Pidgeon",2,7.1,1312,0,0,4,6.6,8,2.6875
64923,"0016655","The Blackbird","Crime|Drama","movie",1926,"11/01/1926",86,"Metro-Goldwyn-Mayer (MGM)",0.000873,"en","86","Tod Browning",2,"Lon Chaney",2,"Owen Moore",2,6.8,606,0,0,2,6,7,3.07142857142857142857142857142857142857
131500,"1339098","The Hagstone Demon","Horror","movie",2011,"27/09/2011",96,"none",0.013229,"en","96","Jon Springer",0,"Mark Borchardt",2,"Nadine Gross",0,4,298,0,0,4,3.4,4,1.625
194418,"0090093","Thou Shalt Not Kill... Except","Action|Adventure|Crime|Horror|Thriller","movie",1985,"01/01/1985",84,"Renaissance Pictures",0.101221,"en","84","Josh Becker",2,"Robert Rickman",0,"John Manfredi",0,5.8,729,20,0,4,5.3,3,2.66666666666666666666666666666666666667
201656,"0277171","My Dinner with Jimi","Drama","movie",2003,"16/02/2003",90,"none",0.000348,"en","90","Bill Fishman",2,"Justin Henry",2,"none",0,6.3,209,0,0,0,0,1,0.5
206696,"0047594","Invisible Avenger","Mystery|Sci-Fi|Thriller","movie",1954,"29/12/1954",70,"Toho Company",0.094869,"en","70","Motoyoshi Oda",0,"none",0,"Seizaburô Kawazu",2,6.5,86,0,0,1,6,1,2
119151,"0070444","Night Watch","Horror|Mystery|Thriller","movie",1973,"08/11/1973",99,"Brut Productions",0.224195,"en","99","Brian G. Hutton",2,"Elizabeth Taylor",1,"Laurence Harvey",2,6.3,1115,0,0,9,6.2,5,3.5
116580,"0479008","Dante's Inferno","Animation|Comedy","movie",2007,"01/01/2007",88,"none",0.12547,"en","88","Sean Meredith",0,"Tony Abatemarco",0,"Scott Adsit",2,6.6,1396,0,0,3,5.7,10,2.75
185943,"0978800","La Cucina","Drama","movie",2007,"23/03/2007",90,"none",0.193137,"en","90","Allison R. Hebble",0,"Christina Hendricks",1,"Joaquim de Almeida",2,4.7,301,0,0,4,4.6,1,2
111505,"0064606","The Love God?","Comedy","movie",1969,"01/08/1969",101,"Universal Pictures",0.160649,"en","101","Nat Hiken",0,"Don Knotts",2,"Anne Francis",1,6.3,726,0,0,4,7.8,4,3.25
123036,"0042829","Pagan Love Song","Drama|Romance","movie",1950,"26/12/1950",76,"Metro-Goldwyn-Mayer (MGM)",0.021612,"en","76","Robert Alton",2,"Esther Williams",1,"Howard Keel",2,5.8,390,0,0,1,6,1,2.5
123647,"0037826","The Jade Mask","Comedy|Crime|Drama","movie",1945,"26/01/1945",66,"Monogram Pictures",0.000262,"en","66","Phil Rosen",2,"Sidney Toler",0,"Mantan Moreland",2,6.5,1069,0,0,6,5.7,3,3
163260,"0036810","The Falcon in Hollywood","Crime|Drama|Mystery","movie",1944,"08/12/1944",67,"RKO Radio Pictures",0.074905,"en","67","Gordon Douglas",2,"Tom Conway",2,"Veda Ann Borg",1,6.5,617,0,0,4,5.5,1,3
94955,"0042544","Harriet Craig","Drama","movie",1950,"02/11/1950",90,"Columbia Pictures Corporation",0.002251,"en","94","Vincent Sherman",2,"Joan Crawford",1,"Wendell Corey",2,7.3,1482,0,0,5,7.3,7,3.71428571428571428571428571428571428571
159714,"0012027","Camille","Drama|Romance","movie",1921,"26/09/1921",70,"Nazimova Productions",0.073862,"en","72","Ray C. Smallwood",0,"Rudolph Valentino",2,"Alla Nazimova",0,6.6,858,0,0,3,7.3,5,3
170491,"0008550","The Secret Game","Drama","movie",1917,"03/12/1917",67,"Jesse L. Lasky Feature Play Company",0.058452,"en","67","William C. de Mille",0,"Sessue Hayakawa",2,"Jack Holt",2,6.2,96,0,0,0,0,2,3.25
125315,"0036719","The Conspirators","Drama|Thriller","movie",1944,"24/10/1944",101,"Warner Bros.",0.390998,"en","101","Jean Negulesco",2,"Hedy Lamarr",1,"Paul Henreid",2,6.5,925,0,0,2,5.3,2,3.5
115379,"0097456","Grave Secrets","Horror","movie",1989,"14/07/1989",90,"Planet Productions",0.218088,"en","90","Donald P. Borchers",2,"Paul Le Mat",2,"Renée Soutendijk",0,4.3,224,0,0,3,5.2,2,2
128806,"0074415","Dixie Dynamite","Action|Thriller","movie",1976,"13/05/1976",88,"Dimension Pictures",0.000397,"en","88","Lee Frost",2,"Warren Oates",2,"Christopher George",2,5.3,259,0,0,2,8.5,2,2
123581,"0024130","Hold Your Man","Drama|Romance","movie",1933,"07/07/1933",87,"Metro-Goldwyn-Mayer (MGM)",0.004883,"en","87","Sam Wood",2,"Jean Harlow",1,"Clark Gable",2,6.8,1269,260000,0,4,2.4,1,3
188589,"0074335","Comment ça va?","Drama","movie",1976,"26/04/1978",78,"none",0.043208,"en","78","Jean-Luc Godard",2,"Jean-Luc Godard",2,"Michel Marot",0,6.2,227,0,0,2,6,3,3.33333333333333333333333333333333333333
178711,"1841611","Gandu","Drama","movie",2010,"29/10/2010",85,"Overdose Joint",0.632384,"en","85","Qaushiq Mukherjee",0,"Anubrata Basu",0,"Joyraj Bhattacharjee",0,5.6,2138,0,0,3,6.5,3,4
137922,"0051349","Ambush at Cimarron Pass","Action|War|Western","movie",1958,"01/03/1958",73,"Regal films",0.259839,"en","73","Jodie Copelan",0,"Scott Brady",2,"Margia Dean",0,5.4,546,0,0,3,5,1,2
162406,"2392634","I Am Breathing","Documentary","movie",2013,"06/09/2013",72,"none",0.003722,"en","72","Morag McKinnon",0,"Neil Platt",0,"none",0,7.2,181,0,0,1,5,2,3.75
175983,"0100130","Megaville","Sci-Fi|Thriller","movie",1990,"22/01/1990",95,"none",0.254607,"en","95","Peter Lehner",0,"J.C. Quinn",2,"Billy Zane",2,3.9,201,0,0,0,0,2,1
160738,"0036579","Action in Arabia","Drama|Romance|Thriller","movie",1944,"18/02/1944",75,"RKO Radio Pictures",0.056019,"en","75","Leonide Moguy",0,"George Sanders",2,"Virginia Bruce",1,6.2,429,0,0,1,6,2,2.5
3191,"0169156","The Quarry","Drama","movie",1998,"09/09/1998",112,"none",0.021542,"en","112","Marion Hänsel",1,"John Lynch",2,"none",0,6.4,159,0,0,2,2.5,6,2.83333333333333333333333333333333333333
205174,"3079568","Minutes to Midnight","Action|Horror","movie",2018,"27/11/2015",0,"Possum on the Half Shell Productions",0.191654,"en","91","Christopher Ray",2,"none",0,"William Baldwin",2,3.4,231,0,0,0,0,1,1
144876,"0060227","Cervantes","Adventure","movie",1967,"02/11/1967",94,"Procinex",0.413283,"en","127","Vincent Sherman",2,"Horst Buchholz",0,"Gina Lollobrigida",1,5.8,131,0,0,1,6,1,3.5
137515,"0076478","Nurse Sherri","Horror","movie",1978,"01/08/1978",88,"none",0.001194,"en","88","Al Adamson",0,"Geoffrey Land",2,"Jill Jacobson",1,3.3,557,0,0,3,3.7,1,5
169940,"0054791","Days of Thrills and Laughter","Documentary","movie",1961,"21/03/1961",93,"Robert Youngson Productions",0.076114,"en","93","Robert Youngson",2,"Douglas Fairbanks",0,"Charlie Chaplin",2,6.9,161,0,0,1,5,1,5
179649,"0276198","Horse Crazy","Children|Drama","movie",2001,"31/05/2001",84,"none",0.003848,"en","84","Eric Hendershot",2,"Michael Glauser",2,"Jonny Cronin",0,5.9,216,0,0,0,0,3,4.83333333333333333333333333333333333333
201901,"0338554","White Rush","Action|Crime|Thriller","movie",2003,"01/01/2003",87,"none",0.010604,"en","87","Mark L. Lester",2,"Judd Nelson",2,"Louis Mandylor",2,4.5,300,0,0,1,5,1,5
121043,"0046309","We, the Women","Comedy","movie",1953,"22/10/1953",95,"none",0.006876,"en","95","Roberto Rossellini",2,"Ingrid Bergman",1,"Anna Magnani",1,6.6,332,0,0,1,8,1,3
121659,"0043040","This Side of the Law","Drama|Film-Noir|Mystery","movie",1950,"17/06/1950",74,"Warner Bros.",0.003169,"en","74","Richard L. Bare",2,"Viveca Lindfors",1,"Kent Smith",0,6.4,202,0,0,3,3.2,1,1.5
132727,"0056918","The Ceremony","Crime|Drama","movie",1963,"18/12/1963",105,"Magla Productions",0.276949,"en","105","Laurence Harvey",2,"Laurence Harvey",2,"Sarah Miles",1,5.8,105,0,0,2,4.8,1,2
